X=1;#1_RESERVE ZZSEQ FAULT
X=2631;#2631_ZZROBOTT TYPEOK R PROGRAM NUMBER INCORRECT
X=7249;#7249_RESERVE ZZSEQ FAULT
X=2210;#2210_R R AREL AREA RELEASED
X=8265;#8265_RESERVE ZZSEQ FAULT
X=2636;#2636_RESERVE ZZSEQ FAULT
X=9850;#9850_W R RVZ END END OF LIFE ELECTRODE
X=9940;#9940_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=7315;#7315_RESERVE ZZSEQ FAULT
X=9978;#9978_ZZSEQ INPOS STN PECA THIS
X=7314;#7314_RESERVE ZZSEQ FAULT
X=2027;#2027_PREQ R R PROGRAM NUMBER REQUIRED
X=7343;#7343_RESERVE ZZSEQ FAULT
X=9910;#9910_RESERVE ZZSEQ FAULT
X=2257;#2257_R R AREL AREA RELEASED
X=661;#661_RESERVE ZZSEQ FAULT
X=7391;#7391_XR VM DIAG BYTE SHORT CIRCUIT OUTPUT VAUVULA DETECTED
X=905;#905_RESERVE ZZSEQ FAULT
X=5187;#5187_FAULT
X=7396;#7396_X R VM DIAG BYTE CIRCUIT OPEN DETECTED
X=7392;#7392_X R VM DIAG BYTE POWER SUPPLY FAILURE DETECTED
X=7400;#7400_XR VM DIAG BYTE SHORT CIRCUIT OUTPUT VAUVULA DETECTED
X=1328;#1328_ZZSEQ INPOS AGUARD PRESENCE OF PECA B
X=9911;#9911_RESERVE ZZSEQ FAULT
X=7403;#7403_XR VM DIAG BYTE SHORT CIRCUIT OUTPUT VAUVULA DETECTED
X=7394;#7394_X AVM SHORT CIRCUIT DIAG BYTE OUT OF DETECTED VAUVULA
X=1335;#1335_ZZSEQ INPOS AGUARD CLIP B GROUP CLOSED
X=8593;#8593_RESERVE ZZSEQ FAULT
X=839;#839_RESERVE ZZSEQ FAULT
X=3164;#3164_RESERVE ZZSEQ FAULT
X=10191;#10191_RESERVE ZZSEQ FAULT
X=1104;#1104_RESERVE ZZSEQ FAULT
X=791;#791_RESERVE ZZSEQ FAULT
X=9615;#9615_R R JRDY WORK READY
X=1178;#1178_RESERVE ZZSEQ FAULT
X=9952;#9952_W CHG REPLACEMENT ELECTRODE
X=10091;#10091_RESERVE ZZSEQ FAULT
X=9919;#9919_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=10179;#10179_RESERVE ZZSEQ FAULT
X=9918;#9918_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=908;#908_RESERVE ZZSEQ FAULT
X=1465;#1465_RESERVE ZZSEQ FAULT
X=1483;#1483_RESERVE ZZSEQ FAULT
X=1473;#1473_RESERVE ZZSEQ FAULT
X=1470;#1470_RESERVE ZZSEQ FAULT
X=7150;#7150_XXR LES CHANNEL EMERGENCY STOP ROBOT
X=9989;#9989_RESERVE ZZSEQ FAULT
X=1460;#1460_RESERVE ZZSEQ FAULT
X=1477;#1477_RESERVE ZZSEQ FAULT
X=1469;#1469_RESERVE ZZSEQ FAULT
X=7135;#7135_R LES CHANNEL EMERGENCY STOP ROBOT
X=2385;#2385_R TREQ TOOL R RELEASED
X=847;#847_RESERVE ZZSEQ FAULT
X=735;#735_RESERVE ZZSEQ FAULT
X=8750;#8750_RESERVE ZZSEQ FAULT
X=1480;#1480_RESERVE ZZSEQ FAULT
X=1458;#1458_RESERVE ZZSEQ FAULT
X=1461;#1461_RESERVE ZZSEQ FAULT
X=1467;#1467_RESERVE ZZSEQ FAULT
X=1472;#1472_RESERVE ZZSEQ FAULT
X=1478;#1478_RESERVE ZZSEQ FAULT
X=831;#831_RESERVE ZZSEQ FAULT
X=1474;#1474_RESERVE ZZSEQ FAULT
X=1491;#1491_RESERVE ZZSEQ FAULT
X=1457;#1457_RESERVE ZZSEQ FAULT
X=1466;#1466_RESERVE ZZSEQ FAULT
X=1471;#1471_RESERVE ZZSEQ FAULT
X=755;#755_RESERVE ZZSEQ FAULT
X=2593;#2593_R R JRDY WORK READY
X=72;#72_THE F F F F F BREAKERS OK F
X=1475;#1475_RESERVE ZZSEQ FAULT
X=1459;#1459_RESERVE ZZSEQ FAULT
X=1495;#1495_RESERVE ZZSEQ FAULT
X=1463;#1463_RESERVE ZZSEQ FAULT
X=2091;#2091_I SERVP R MAINTENANCE POSITION BIT
X=1468;#1468_RESERVE ZZSEQ FAULT
X=1479;#1479_RESERVE ZZSEQ FAULT
X=1493;#1493_RESERVE ZZSEQ FAULT
X=1498;#1498_RESERVE ZZSEQ FAULT
X=1507;#1507_RESERVE ZZSEQ FAULT
X=1492;#1492_RESERVE ZZSEQ FAULT
X=1510;#1510_RESERVE ZZSEQ FAULT
X=2726;#2726_PROC W R RVZ FAILURE OF WELDING
X=1494;#1494_RESERVE ZZSEQ FAULT
X=1503;#1503_RESERVE ZZSEQ FAULT
X=7550;#7550_THE M MODULESTATUS ETHERNET FAIL OPERATIONAL SAFETY
X=1499;#1499_RESERVE ZZSEQ FAULT
X=1515;#1515_RESERVE ZZSEQ FAULT
X=1527;#1527_RESERVE ZZSEQ FAULT
X=1505;#1505_RESERVE ZZSEQ FAULT
X=1514;#1514_RESERVE ZZSEQ FAULT
X=1518;#1518_RESERVE ZZSEQ FAULT
X=1523;#1523_RESERVE ZZSEQ FAULT
X=1530;#1530_RESERVE ZZSEQ FAULT
X=1545;#1545_RESERVE ZZSEQ FAULT
X=1542;#1542_RESERVE ZZSEQ FAULT
X=1537;#1537_RESERVE ZZSEQ FAULT
X=1521;#1521_RESERVE ZZSEQ FAULT
X=1535;#1535_RESERVE ZZSEQ FAULT
X=1534;#1534_RESERVE ZZSEQ FAULT
X=1508;#1508_RESERVE ZZSEQ FAULT
X=1526;#1526_RESERVE ZZSEQ FAULT
X=1517;#1517_RESERVE ZZSEQ FAULT
X=1490;#1490_RESERVE ZZSEQ FAULT
X=1524;#1524_RESERVE ZZSEQ FAULT
X=1525;#1525_RESERVE ZZSEQ FAULT
X=1541;#1541_RESERVE ZZSEQ FAULT
X=1533;#1533_RESERVE ZZSEQ FAULT
X=1516;#1516_RESERVE ZZSEQ FAULT
X=1522;#1522_RESERVE ZZSEQ FAULT
X=1551;#1551_RESERVE ZZSEQ FAULT
X=1596;#1596_RESERVE ZZSEQ FAULT
X=1558;#1558_RESERVE ZZSEQ FAULT
X=1540;#1540_RESERVE ZZSEQ FAULT
X=1520;#1520_RESERVE ZZSEQ FAULT
X=1574;#1574_RESERVE ZZSEQ FAULT
X=1544;#1544_RESERVE ZZSEQ FAULT
X=1605;#1605_RESERVE ZZSEQ FAULT
X=1604;#1604_RESERVE ZZSEQ FAULT
X=1563;#1563_RESERVE ZZSEQ FAULT
X=1599;#1599_RESERVE ZZSEQ FAULT
X=9421;#9421_R TREQ TOOL R RELEASED
X=9418;#9418_R TREQ TOOL R RELEASED
X=2251;#2251_R R AREL AREA RELEASED
X=9629;#9629_ZZROBOTT TYPEOK R PROGRAM NUMBER INCORRECT
X=1573;#1573_RESERVE ZZSEQ FAULT
X=1562;#1562_RESERVE ZZSEQ FAULT
X=1571;#1571_RESERVE ZZSEQ FAULT
X=1552;#1552_RESERVE ZZSEQ FAULT
X=1570;#1570_RESERVE ZZSEQ FAULT
X=1616;#1616_RESERVE ZZSEQ FAULT
X=1613;#1613_RESERVE ZZSEQ FAULT
X=1539;#1539_RESERVE ZZSEQ FAULT
X=1547;#1547_RESERVE ZZSEQ FAULT
X=1620;#1620_RESERVE ZZSEQ FAULT
X=1618;#1618_RESERVE ZZSEQ FAULT
X=1567;#1567_RESERVE ZZSEQ FAULT
X=1566;#1566_RESERVE ZZSEQ FAULT
X=8072;#8072_RESERVE ZZSEQ FAULT
X=1619;#1619_RESERVE ZZSEQ FAULT
X=1595;#1595_RESERVE ZZSEQ FAULT
X=1553;#1553_RESERVE ZZSEQ FAULT
X=1607;#1607_RESERVE ZZSEQ FAULT
X=1611;#1611_RESERVE ZZSEQ FAULT
X=1624;#1624_RESERVE ZZSEQ FAULT
X=10045;#10045_R WELDING WELDING READY
X=1614;#1614_RESERVE ZZSEQ FAULT
X=1601;#1601_RESERVE ZZSEQ FAULT
X=1556;#1556_RESERVE ZZSEQ FAULT
X=5242;#5242_FAULT
X=5103;#5103_FAULT
X=1598;#1598_RESERVE ZZSEQ FAULT
X=7120;#7120_RESERVE ZZSEQ FAULT
X=5144;#5144_FAULT
X=5088;#5088_FAULT
X=5148;#5148_FAULT
X=5139;#5139_FAULT
X=1731;#1731_RESERVE ZZSEQ FAULT
X=1762;#1762_RESERVE ZZSEQ FAULT
X=5142;#5142_FAULT
X=1757;#1757_RESERVE ZZSEQ FAULT
X=1740;#1740_RESERVE ZZSEQ FAULT
X=1721;#1721_RESERVE ZZSEQ FAULT
X=1548;#1548_RESERVE ZZSEQ FAULT
X=1739;#1739_RESERVE ZZSEQ FAULT
X=1670;#1670_RESERVE ZZSEQ FAULT
X=5098;#5098_FAULT
X=1719;#1719_RESERVE ZZSEQ FAULT
X=1769;#1769_RESERVE ZZSEQ FAULT
X=1756;#1756_RESERVE ZZSEQ FAULT
X=1772;#1772_RESERVE ZZSEQ FAULT
X=5115;#5115_FAULT
X=1744;#1744_RESERVE ZZSEQ FAULT
X=1748;#1748_RESERVE ZZSEQ FAULT
X=1725;#1725_RESERVE ZZSEQ FAULT
X=1735;#1735_RESERVE ZZSEQ FAULT
X=1741;#1741_RESERVE ZZSEQ FAULT
X=1749;#1749_RESERVE ZZSEQ FAULT
X=1758;#1758_RESERVE ZZSEQ FAULT
X=1760;#1760_RESERVE ZZSEQ FAULT
X=5241;#5241_FAULT
X=5080;#5080_FAULT
X=1743;#1743_RESERVE ZZSEQ FAULT
X=1745;#1745_RESERVE ZZSEQ FAULT
X=5296;#5296_FAULT
X=1737;#1737_RESERVE ZZSEQ FAULT
X=1726;#1726_RESERVE ZZSEQ FAULT
X=1764;#1764_RESERVE ZZSEQ FAULT
X=1722;#1722_RESERVE ZZSEQ FAULT
X=1747;#1747_RESERVE ZZSEQ FAULT
X=5141;#5141_FAULT
X=1723;#1723_RESERVE ZZSEQ FAULT
X=5294;#5294_FAULT
X=2132;#2132_R R AREL AREA RELEASED
X=1770;#1770_RESERVE ZZSEQ FAULT
X=5145;#5145_FAULT
X=5101;#5101_FAULT
X=1759;#1759_RESERVE ZZSEQ FAULT
X=5245;#5245_FAULT
X=5114;#5114_FAULT
X=5240;#5240_FAULT
X=5150;#5150_FAULT
X=5302;#5302_FAULT
X=5117;#5117_FAULT
X=5110;#5110_FAULT
X=5290;#5290_FAULT
X=5292;#5292_FAULT
X=1718;#1718_RESERVE ZZSEQ FAULT
X=5089;#5089_FAULT
X=5140;#5140_FAULT
X=1727;#1727_RESERVE ZZSEQ FAULT
X=5118;#5118_FAULT
X=1746;#1746_RESERVE ZZSEQ FAULT
X=5147;#5147_FAULT
X=5119;#5119_FAULT
X=5108;#5108_FAULT
X=5084;#5084_FAULT
X=5285;#5285_MODEL B P
X=5307;#5307_FAULT
X=5304;#5304_FAULT
X=1773;#1773_RESERVE ZZSEQ FAULT
X=5293;#5293_FAULT
X=5081;#5081_SPEED TOOL TRAY
X=2922;#2922_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=5094;#5094_FAULT
X=10070;#10070_RESERVE ZZSEQ FAULT
X=5146;#5146_FAULT
X=5303;#5303_FAULT
X=1742;#1742_RESERVE ZZSEQ FAULT
X=1828;#1828_R R I FBMOVE MOVE ENABLE FAULT FEEDBACK
X=1837;#1837_RESERVE ZZSEQ FAULT
X=1050;#1050_RESERVE ZZSEQ FAULT
X=1821;#1821_RESERVE ZZSEQ FAULT
X=5288;#5288_FAULT
X=5097;#5097_FAULT
X=1820;#1820_RESERVE ZZSEQ FAULT
X=1851;#1851_RESERVE ZZSEQ FAULT
X=1501;#1501_RESERVE ZZSEQ FAULT
X=1816;#1816_RESERVE ZZSEQ FAULT
X=1775;#1775_RESERVE ZZSEQ FAULT
X=1822;#1822_RESERVE ZZSEQ FAULT
X=5095;#5095_FAULT
X=1842;#1842_RESERVE ZZSEQ FAULT
X=1781;#1781_RESERVE ZZSEQ FAULT
X=1789;#1789_RESERVE ZZSEQ FAULT
X=1780;#1780_RESERVE ZZSEQ FAULT
X=1841;#1841_RESERVE ZZSEQ FAULT
X=1850;#1850_RESERVE ZZSEQ FAULT
X=1832;#1832_RESERVE ZZSEQ FAULT
X=1823;#1823_RESERVE ZZSEQ FAULT
X=1786;#1786_RESERVE ZZSEQ FAULT
X=1847;#1847_RESERVE ZZSEQ FAULT
X=1812;#1812_RESERVE ZZSEQ FAULT
X=1846;#1846_RESERVE ZZSEQ FAULT
X=1803;#1803_RESERVE ZZSEQ FAULT
X=1844;#1844_RESERVE ZZSEQ FAULT
X=1776;#1776_RESERVE ZZSEQ FAULT
X=1784;#1784_RESERVE ZZSEQ FAULT
X=1854;#1854_RESERVE ZZSEQ FAULT
X=1845;#1845_RESERVE ZZSEQ FAULT
X=1810;#1810_RESERVE ZZSEQ FAULT
X=1827;#1827_R R I FBMOVE MOVE ENABLE FAULT FEEDBACK
X=1805;#1805_RESERVE ZZSEQ FAULT
X=1819;#1819_RESERVE ZZSEQ FAULT
X=1824;#1824_R R I FBMOVE MOVE ENABLE FAULT FEEDBACK
X=1813;#1813_RESERVE ZZSEQ FAULT
X=5100;#5100_FAULT
X=1848;#1848_RESERVE ZZSEQ FAULT
X=5295;#5295_FAULT
X=1826;#1826_R R I FBMOVE MOVE ENABLE FAULT FEEDBACK
X=1815;#1815_RESERVE ZZSEQ FAULT
X=1779;#1779_RESERVE ZZSEQ FAULT
X=1818;#1818_RESERVE ZZSEQ FAULT
X=1817;#1817_RESERVE ZZSEQ FAULT
X=1857;#1857_R R AREL AREA RELEASED
X=5116;#5116_FAULT
X=5284;#5284_MODEL B P
X=5113;#5113_FAULT
X=1811;#1811_RESERVE ZZSEQ FAULT
X=5291;#5291_ON OFF
X=5083;#5083_FAULT
X=1866;#1866_R R AREL AREA RELEASED
X=1885;#1885_RESERVE ZZSEQ FAULT
X=1852;#1852_RESERVE ZZSEQ FAULT
X=5099;#5099_FAULT
X=5289;#5289_FAULT
X=1806;#1806_RESERVE ZZSEQ FAULT
X=1876;#1876_RESERVE ZZSEQ FAULT
X=5287;#5287_FAULT
X=5244;#5244_FAULT
X=1880;#1880_RESERVE ZZSEQ FAULT
X=1878;#1878_RESERVE ZZSEQ FAULT
X=1881;#1881_RESERVE ZZSEQ FAULT
X=1873;#1873_R R AREL AREA RELEASED
X=1860;#1860_R R AREL AREA RELEASED
X=1882;#1882_RESERVE ZZSEQ FAULT
X=5298;#5298_FAULT
X=5092;#5092_FAULT
X=1863;#1863_R R AREL AREA RELEASED
X=5299;#5299_DRIVES ON OFF
X=13304;#13304_SEQ HEOC
X=1874;#1874_RESERVE ZZSEQ FAULT
X=1883;#1883_RESERVE ZZSEQ FAULT
X=5077;#5077_FAULT
X=5305;#5305_FAULT
X=1875;#1875_RESERVE ZZSEQ FAULT
X=5085;#5085_FAULT
X=5078;#5078_FAULT
X=1889;#1889_CONFIRMS R DESELECTION
X=7143;#7143_R LES CHANNEL EMERGENCY STOP ROBOT
X=917;#917_RESERVE ZZSEQ FAULT
X=5086;#5086_FAULT
X=1867;#1867_R R AREL AREA RELEASED
X=5107;#5107_FAULT
X=1871;#1871_R R AREL AREA RELEASED
X=5306;#5306_FAULT
X=5076;#5076_FAULT
X=1887;#1887_RESERVE ZZSEQ FAULT
X=5087;#5087_FAULT
X=1966;#1966_R R DCP DCP FAULT
X=1877;#1877_RESERVE ZZSEQ FAULT
X=1977;#1977_RESERVE ZZSEQ FAULT
X=1926;#1926_R R AUTO AUTOMATIC MODE
X=1976;#1976_RESERVE ZZSEQ FAULT
X=1969;#1969_R R DCP DCP FAULT
X=1924;#1924_R R AUTO AUTOMATIC MODE
X=1961;#1961_R R FAULT FAULT
X=2890;#2890_W WEN R RVZ WITHOUT WELDING
X=1965;#1965_R R DCP DCP FAULT
X=1888;#1888_CONFIRMS R DESELECTION
X=1983;#1983_RESERVE ZZSEQ FAULT
X=7109;#7109_THE S CHANNEL EMERGENCY STOP PORTAO
X=1964;#1964_R R DCP DCP FAULT
X=1956;#1956_R R FAULT FAULT
X=1957;#1957_R R FAULT FAULT
X=1960;#1960_R R FAULT FAULT
X=2022;#2022_PREQ R R PROGRAM NUMBER REQUIRED
X=12182;#12182_FAULT
X=2014;#2014_RESERVE ZZSEQ FAULT
X=1952;#1952_R R FAULT FAULT
X=1962;#1962_R R DCP DCP FAULT
X=2013;#2013_R R HOMEP HOME POSITION
X=1967;#1967_R R DCP DCP FAULT
X=2020;#2020_PREQ R R PROGRAM NUMBER REQUIRED
X=1987;#1987_R R RUN PROGRAM RUNNING
X=1974;#1974_R TIPDP TIPDRESS POSITION
X=2017;#2017_PREQ R R PROGRAM NUMBER REQUIRED
X=2012;#2012_R R HOMEP HOME POSITION
X=1973;#1973_R TIPDP TIPDRESS POSITION
X=2009;#2009_R R HOMEP HOME POSITION
X=1982;#1982_RESERVE ZZSEQ FAULT
X=2018;#2018_PREQ R R PROGRAM NUMBER REQUIRED
X=2039;#2039_R NNR STROBE STROBE IN MLEAD
X=2038;#2038_R NNR STROBE STROBE IN MLEAD
X=2047;#2047_RESERVE ZZSEQ FAULT
X=2031;#2031_PREQ R R PROGRAM NUMBER REQUIRED
X=2075;#2075_RESERVE ZZSEQ FAULT
X=2055;#2055_R END MILL MANUAL
X=2046;#2046_RESERVE ZZSEQ FAULT
X=5297;#5297_FAULT
X=2154;#2154_R R AREL AREA RELEASED
X=2035;#2035_PREQ R R PROGRAM NUMBER REQUIRED
X=2033;#2033_PREQ R R PROGRAM NUMBER REQUIRED
X=2060;#2060_R MAINTENANCE POSITION PURPOSE
X=2034;#2034_PREQ R R PROGRAM NUMBER REQUIRED
X=2015;#2015_RESERVE ZZSEQ FAULT
X=2032;#2032_PREQ R R PROGRAM NUMBER REQUIRED
X=2036;#2036_R NNR STROBE STROBE IN MLEAD
X=2048;#2048_R END MILL MANUAL
X=2029;#2029_PREQ R R PROGRAM NUMBER REQUIRED
X=2175;#2175_RESERVE ZZSEQ FAULT
X=2062;#2062_R MAINTENANCE POSITION PURPOSE
X=2045;#2045_R NNR STROBE STROBE IN MLEAD
X=2063;#2063_R MAINTENANCE POSITION PURPOSE
X=2074;#2074_RESERVE ZZSEQ FAULT
X=2040;#2040_R NNR STROBE STROBE IN MLEAD
X=2037;#2037_R NNR STROBE STROBE IN MLEAD
X=2101;#2101_RESERVE ZZSEQ FAULT
X=2065;#2065_R MAINTENANCE POSITION PURPOSE
X=2064;#2064_R MAINTENANCE POSITION PURPOSE
X=2059;#2059_R MAINTENANCE POSITION PURPOSE
X=2209;#2209_R R AREL AREA RELEASED
X=2330;#2330_R TREQ TOOL R RELEASED
X=2066;#2066_R MAINTENANCE POSITION PURPOSE
X=2359;#2359_R TREQ TOOL R RELEASED
X=2225;#2225_R R AREL AREA RELEASED
X=2058;#2058_R MAINTENANCE POSITION PURPOSE
X=2173;#2173_R R AREL AREA RELEASED
X=2108;#2108_RESERVE ZZSEQ FAULT
X=2354;#2354_R TREQ TOOL R RELEASED
X=2362;#2362_R TREQ TOOL R RELEASED
X=2200;#2200_R R AREL AREA RELEASED
X=2135;#2135_R R AREL AREA RELEASED
X=12310;#12310_FAULT
X=2349;#2349_R TREQ TOOL R RELEASED
X=2202;#2202_R R AREL AREA RELEASED
X=2219;#2219_R R AREL AREA RELEASED
X=2358;#2358_R TREQ TOOL R RELEASED
X=2068;#2068_R TIPDP TIPDRESS TIP POSITION CHANGE
X=2344;#2344_R TREQ TOOL R RELEASED
X=2324;#2324_R TREQ TOOL R RELEASED
X=2357;#2357_R TREQ TOOL R RELEASED
X=2339;#2339_R TREQ TOOL R RELEASED
X=2156;#2156_R R AREL AREA RELEASED
X=2361;#2361_R TREQ TOOL R RELEASED
X=9822;#9822_W S R RVZ WATER FLOW
X=2312;#2312_R TREQ TOOL R RELEASED
X=9932;#9932_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=2392;#2392_R TREQ TOOL R RELEASED
X=2375;#2375_R TREQ TOOL R RELEASED
X=2371;#2371_R TREQ TOOL R RELEASED
X=2378;#2378_R TREQ TOOL R RELEASED
X=2351;#2351_R TREQ TOOL R RELEASED
X=2369;#2369_R TREQ TOOL R RELEASED
X=2352;#2352_R TREQ TOOL R RELEASED
X=2374;#2374_R TREQ TOOL R RELEASED
X=2383;#2383_R TREQ TOOL R RELEASED
X=2388;#2388_R TREQ TOOL R RELEASED
X=2364;#2364_R TREQ TOOL R RELEASED
X=2368;#2368_R TREQ TOOL R RELEASED
X=2360;#2360_R TREQ TOOL R RELEASED
X=2138;#2138_R R AREL AREA RELEASED
X=2554;#2554_R R JRDY WORK READY
X=2557;#2557_R R JRDY WORK READY
X=2548;#2548_R R JRDY WORK READY
X=2550;#2550_R R JRDY WORK READY
X=2145;#2145_R R AREL AREA RELEASED
X=10068;#10068_RESERVE ZZSEQ FAULT
X=2379;#2379_R TREQ TOOL R RELEASED
X=13291;#13291_AGUA
X=2539;#2539_R R JRDY WORK READY
X=2556;#2556_R R JRDY WORK READY
X=2663;#2663_R SERVP R MAINTENANCE POSITION
X=2553;#2553_R R JRDY WORK READY
X=2381;#2381_R TREQ TOOL R RELEASED
X=2651;#2651_RESERVE ZZSEQ FAULT
X=2552;#2552_R R JRDY WORK READY
X=2643;#2643_RESERVE ZZSEQ FAULT
X=2652;#2652_RESERVE ZZSEQ FAULT
X=2402;#2402_R TREQ TOOL R RELEASED
X=2559;#2559_RESERVE ZZSEQ FAULT
X=2648;#2648_RESERVE ZZSEQ FAULT
X=1120;#1120_RESERVE ZZSEQ FAULT
X=2677;#2677_R R AUTO AUTOMATIC
X=2551;#2551_R R JRDY WORK READY
X=2647;#2647_RESERVE ZZSEQ FAULT
X=2558;#2558_RESERVE ZZSEQ FAULT
X=2655;#2655_RESERVE ZZSEQ FAULT
X=9921;#9921_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=2468;#2468_R R JRDY WORK READY
X=2654;#2654_RESERVE ZZSEQ FAULT
X=2661;#2661_R SERVP R MAINTENANCE POSITION
X=2653;#2653_RESERVE ZZSEQ FAULT
X=2664;#2664_R SERVP R MAINTENANCE POSITION
X=2679;#2679_R R AUTO AUTOMATIC
X=2667;#2667_R DESELECTED
X=2028;#2028_PREQ R R PROGRAM NUMBER REQUIRED
X=2665;#2665_R SERVP R MAINTENANCE POSITION
X=2666;#2666_R DESELECTED
X=2660;#2660_R SERVP R MAINTENANCE POSITION
X=2668;#2668_R DESELECTED
X=2682;#2682_R R AUTO AUTOMATIC
X=2662;#2662_R SERVP R MAINTENANCE POSITION
X=2670;#2670_R DESELECTED
X=2680;#2680_R R AUTO AUTOMATIC
X=2420;#2420_R TREQ TOOL R RELEASED
X=1849;#1849_RESERVE ZZSEQ FAULT
X=2264;#2264_R R AREL AREA RELEASED
X=2686;#2686_RESERVE ZZSEQ FAULT
X=2685;#2685_R R AUTO AUTOMATIC
X=8872;#8872_R R AREL AREA RELEASED
X=800;#800_RESERVE ZZSEQ FAULT
X=2678;#2678_R R AUTO AUTOMATIC
X=2687;#2687_RESERVE ZZSEQ FAULT
X=2696;#2696_W R RVZ TIMER RDY READY
X=10188;#10188_RESERVE ZZSEQ FAULT
X=2692;#2692_W R RVZ TIMER RDY READY
X=2744;#2744_W KSR R RVZ SEMKSR
X=2688;#2688_W R RVZ TIMER RDY READY
X=7151;#7151_XXR LES CHANNEL EMERGENCY STOP ROBOT
X=2718;#2718_RESERVE ZZSEQ FAULT
X=2710;#2710_PROC W R RVZ FAILURE OF WELDING
X=2733;#2733_W KSR R RVZ SEMKSR
X=2703;#2703_W R RVZ TIMER RDY READY
X=2713;#2713_PROC W R RVZ FAILURE OF WELDING
X=10096;#10096_RESERVE ZZSEQ FAULT
X=2727;#2727_PROC W R RVZ FAILURE OF WELDING
X=2731;#2731_W KSR R RVZ SEMKSR
X=2816;#2816_W S R RVZ WATER FLOW
X=2702;#2702_W R RVZ TIMER RDY READY
X=2819;#2819_W S R RVZ WATER FLOW
X=2820;#2820_W S R RVZ WATER FLOW
X=2697;#2697_W R RVZ TIMER RDY READY
X=2701;#2701_W R RVZ TIMER RDY READY
X=2729;#2729_PROC W R RVZ FAILURE OF WELDING
X=2730;#2730_W KSR R RVZ SEMKSR
X=2809;#2809_I WRS R RESET WATER BIT
X=2722;#2722_PROC W R RVZ FAILURE OF WELDING
X=2723;#2723_PROC W R RVZ FAILURE OF WELDING
X=2721;#2721_PROC W R RVZ FAILURE OF WELDING
X=2788;#2788_W S R RVZ CALIPER TEMPERATURE EXCEEDED
X=2817;#2817_W S R RVZ WATER FLOW
X=2955;#2955_RESERVE ZZSEQ FAULT
X=2815;#2815_RESERVE ZZSEQ FAULT
X=2967;#2967_RESERVE ZZSEQ FAULT
X=10194;#10194_RESERVE ZZSEQ FAULT
X=2790;#2790_W S R RVZ CALIPER TEMPERATURE EXCEEDED
X=2725;#2725_PROC W R RVZ FAILURE OF WELDING
X=710;#710_RESERVE ZZSEQ FAULT
X=9922;#9922_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=2810;#2810_I WRS R RESET WATER BIT
X=3055;#3055_RESERVE ZZSEQ FAULT
X=2719;#2719_RESERVE ZZSEQ FAULT
X=2818;#2818_W S R RVZ WATER FLOW
X=2786;#2786_W S R RVZ CALIPER TEMPERATURE EXCEEDED
X=2979;#2979_ZZSEQ INPOS STN PECA THIS
X=2978;#2978_ZZSEQ INPOS STN PECA THIS
X=3093;#3093_RESERVE ZZSEQ FAULT
X=3091;#3091_RESERVE ZZSEQ FAULT
X=1716;#1716_RESERVE ZZSEQ FAULT
X=3088;#3088_RESERVE ZZSEQ FAULT
X=3070;#3070_RESERVE ZZSEQ FAULT
X=3087;#3087_RESERVE ZZSEQ FAULT
X=1711;#1711_RESERVE ZZSEQ FAULT
X=893;#893_RESERVE ZZSEQ FAULT
X=3089;#3089_RESERVE ZZSEQ FAULT
X=3095;#3095_RESERVE ZZSEQ FAULT
X=3085;#3085_RESERVE ZZSEQ FAULT
X=1715;#1715_RESERVE ZZSEQ FAULT
X=1712;#1712_RESERVE ZZSEQ FAULT
X=1710;#1710_RESERVE ZZSEQ FAULT
X=1642;#1642_RESERVE ZZSEQ FAULT
X=3071;#3071_RESERVE ZZSEQ FAULT
X=3328;#3328_ROBOT CHECKS OUT R R THE AREA
X=1713;#1713_RESERVE ZZSEQ FAULT
X=4013;#4013_DISABLE
X=1717;#1717_RESERVE ZZSEQ FAULT
X=4034;#4034_FRESA R
X=4012;#4012_DISABLE
X=3406;#3406_MEMORY END OF WORK
X=4019;#4019_MAINTENANCE
X=3430;#3430_II GENERAL FEATURES
X=1799;#1799_RESERVE ZZSEQ FAULT
X=10180;#10180_RESERVE ZZSEQ FAULT
X=4022;#4022_WELDING ROBOTT
X=3429;#3429_I GENERAL FEATURES
X=1794;#1794_RESERVE ZZSEQ FAULT
X=1797;#1797_X STAT U FAIL IN DRIVE IN FAILURE
X=1796;#1796_X U HISPDLATCH TRAY TOOL HIGH SPEED
X=4014;#4014_DISABLE
X=3404;#3404_PULLTIP ROBOTTS
X=1795;#1795_X U BRAKERELEN TRAY TOOL BRAKE RELEASED
X=4033;#4033_FRESA R
X=3428;#3428_SELECTION MODEL
X=4041;#4041_ON
X=4024;#4024_WELDING ROBOTT
X=3408;#3408_TOOL TRAY MANUAL FUNCTIONS
X=7006;#7006_RESERVE ZZSEQ FAULT
X=7009;#7009_RESERVE ZZSEQ FAULT
X=7005;#7005_RESERVE ZZSEQ FAULT
X=7007;#7007_XSB MODULESTATUS ETHERNET MODULE FAILURE STRATIX
X=7004;#7004_FAIL PLC ETHERNET
